revolt	n. 反抗；造反，起义 v. 起义；反抗
garbage	 n. 垃圾
suspicious	 adj. 可疑的； 多疑的， 疑心的
complain	 v. 抱怨； 申诉
zeal	 n. 热情， 热忱
anxiety	 n. 挂念； 焦虑， 忧虑 A；渴望， 热望
renovate	 vt. 更新， 修复
adjust	 vi. 调整， 适应 vt. 调节， 调整 <；校正， 校准 <
vigorous	 adj. 有力的； 朝气蓬勃的， 精力旺盛的
debt	 n. 债， 债务
deem	 vt. 认为， 相信
compel	 vt. 强迫， 迫使
capable	 adj. 有能力的， 能…的
depress	 vt. 压抑； 降低； 削弱；使沮丧， 使抑郁
parade	 vi. 列队行进， 游行 n. 游行； 检阅
riddle	 n. 谜， 谜语
salute	 v. 敬礼； 向…致敬； 问候 n. 敬礼； 鸣礼炮；迎接， 欢迎
symposium	 n. 讨论会， 专题报告会；专题论文集
lemon	 n. 柠檬
await	 vt. 等候； 期待
client	 n. 顾客；委托人， 当事人
sin	 vi. 犯罪 n. 罪， 罪恶
sip	 v. 啜饮， 抿， 呷 A n. 小口喝， 一小口的量
lump	 vi. 结块， 起小疙瘩 n. 团， 块 vt. 把…归并在一起
conversion	 n. 变换， 转化
ballot	 v. 投票选举， 无记名投票 n. 投票表决； 无记名投票；选票
brilliant	 adj. 光辉的， 灿烂的；卓越的， 有才华的
historic	 adj. 有历史意义的；历史的
oven	 n. 炉， 灶， 烤箱
eyebrow	 n. 眉毛
bound	 vi. 跳 adj. 受约束的； 有义务的；注定的， 肯定的；准备到…去的， 开往…的 n. 跳
wreath	 n. 花环， 花圈
stroke	 n. 击， 敲； 报时的钟声 A；一击， 一划， 一笔；一次努力；中风 vt. 抚摸 A
breed	 vi. 繁殖， 生殖 vt. 造成， 引起；教养， 抚养；饲养 n. 品种， 种类 A
pyramid	 n. 金字塔
realm	 n. 王国， 国土；领域
avoid	 vt. 避免； 回避， 逃避 A
bid	 vi. 报价， 投标 vt. 祝愿；命令， 吩咐 n. 出价， 投标
astonish	 vt. 使惊讶， 使吃惊
prompt	 adj. 敏捷的； 迅速的；即刻的 vt. 激起；促进， 推动
comprehensive	 adj. 全面的， 综合的
tunnel	 n. 隧道； 山洞
elaborate	 vi. 详细说明 adj. 精心制作的； 详尽的；复杂的 vt. 详细制定
corridor	 n. 走廊； 狭长通道
expert	 adj. 熟练的， 有经验的；专门的 n. 专家， 能手 <
select	 adj. 精选的， 选择的 A < vt. 选择， 挑选
fulfill	 vt. 完成； 实现， 履行； 符合
advanced	 adj. 高级的， 先进的； 前进的 <
bin	 n. 大箱子
mechanical	 adj. 机械的； 机械制的；机械的； 呆板的
slaughter	 vt. 屠杀， 杀戮， 屠宰 n. 屠杀， 杀戮；屠宰
ski	 vi. 滑雪 n. 雪橇
output	 n. 产量， 输出
maiden	 adj. 首次的， 初次的 n. 少女， 未婚女子
fatigue	 n. 疲劳
striking	 adj. 显著的， 惊人的
recognise	 vt. 认出， 识别；承认
majority	 n. 多数， 大多数；【律】 成年
costume	 n. 戏装； 成套服装；服饰
crown	 n. 王冠， 冕；君权； 君王 vt. 为…加冕
inquire	 v. 询问；打听；问好， 问候
gymnasium	 n. 体育馆， 健身房
faithfully	 adv. 忠诚地， 如实地
surface	 n. 表面， 面； 外表
vain	 adj. 徒劳的， 徒然的 <；自负的， 虚荣的 n. 徒劳， 白费
youngster	 n. 青年， 年轻人 A
lung	 n. 肺
verdict	 n. 裁定； 判断； 定论；意见
stereo	 adj. 立体声的 n. 立体声
defy	 vt. 违抗， 反抗；蔑视
doctrine	 n. 教条， 主义， 学说
bacterium	 n. 细菌
judgement	 n. 审判， 判决；判断力， 识别力； 看法， 意见
sly	 adj. 狡猾的； 偷偷摸摸的
paragraph	 n. 段， 节；小新闻， 短评
proportion	 n. 比例；部分， 份儿；均衡， 相称
crystal	 adj. 水晶的； 晶体的； 透明的 A < n. 水晶； 水晶饰品 <；结晶， 晶体
pursuit	 n. 追赶； 追求；职业； 工作
prophet	 n. 先知， 预言家
cycle	 vi. 骑自行车；循环， 轮转 n. 自行车；周期； 循环
ruthless	 adj. 残酷的， 无情的
lure	 vt. 吸引， 诱惑 n. 诱惑物； 诱饵， 鱼饵
inquiry	 n. 打听， 询问；调查， 研究
dissolve	 vi. 解散； 取消 vt. 使溶解， 使融化
prejudice	 v. 使抱偏见； 影响；损害 n. 偏见， 成见；损害， 侵害
angle	 n. 角；角度； 立场， 观点
clergy	 n. 牧师， 圣职者， 神职人员
immigrant	 adj. 移来的， 移民的 n. 移民， 侨民
tradition	 n. 传统， 惯例
urgent	 adj. 急迫的， 紧迫的
bundle	 n. 捆， 包， 束 A
thorn	 n. 刺， 荆棘
systematic	 adj. 系统的， 有组织的
deceit	 n. 欺骗， 谎言
cupboard	 n. 碗柜， 小橱
likewise	 adv. 同样地， 照样地；又， 也， 而且
bacon	 n. 咸肉， 熏肉
married	 adj. 已婚的， 夫妇的；与…结婚的； 密切结合在一起的
sigh	 vi. 叹息， 叹气 n. 叹息， 叹息声
constant	 adj. 持续的， 不断的；永恒的， 不变的；坚定的， 忠实的 n. 常数， 恒量
sob	 vi. 哭泣， 呜咽 n. 哭泣， 呜咽
mislead	 vt. 把…带错路， 使误入歧途
intermittent	 adj. 间歇的， 断断续续的
outrage	 n. 暴行， 骇人听闻的事件；愤慨 vt. 激怒
diffuse	 vi. 扩散 adj. 冗长的， 漫无边际的；四散的， 弥漫的 vt. 传播， 散布 <
scramble	 vi. 攀登， 爬；争夺， 抢夺 vt. 扰乱， 搞乱 n. 攀登， 爬行；争夺， 抢夺
split	 v. 裂开， 劈开；分裂， 分离 n. 分化， 分裂； 裂口 A
contagious	 adj. 传染性的， 会蔓延的
immerse	 vt. 使沉浸在， 使陷入；使浸没
publication	 n. 出版物；出版， 发行；公布， 发表
champagne	 n. 香槟酒
sow	 vt. 播种
petroleum	 n. 石油
kneel	 vi. 跪， 下跪
preserve	 vt. 保护， 维持 <；保存， 保藏；腌制 n. 专门领域
lever	 n. 杆， 杠杆
establish	 vt. 建立， 设立；安置， 使定居
relevant	 adj. 有关的， 相应的；适当的； 中肯的；实质性的； 有重大意义的
synthetic	 adj. 合成的， 人造的；综合的
proclaim	 vt. 宣告， 声明 <
bunch	 n. 一串， 一群， 一帮， 一伙
tense	 adj. 拉紧的；紧张的 n. 时态
candy	 n. 糖果
predominant	 adj. 占优势的；主要的， 突出的
recipe	 n. 烹饪法， 食谱；诀窍， 方法 <
decent	 adj. 体面的， 像样的；正派的， 宽厚的
bow	 vi. 鞠躬； 点头 n. 鞠躬； 点头
racial	 adj. 种的， 种族的
switch	 v. 转换；打开或关掉…的开关 n. 开关， 电闸；转换；枝条； 鞭子
niece	 n. 侄女； 外甥女
passerby	 n. 过路人， 行人 A <
auxiliary	 adj. 辅助的， 补助的
savage	 adj. 野蛮的， 未开化的；凶恶的， 残暴的 n. 未开化的人， 野人
cripple	 n. 跛子， 残疾人 A vt. 使跛， 使残疾
highly	 adv. 高度地， 很， 非常；赞许地
zebra	 n. 斑马 <
console	 vt. 安慰， 抚慰
initiative	 adj. 创始的； 起始的， 初步的 n. 第一步， 创始； 主动精神
social	 adj. 社会的 <；交际的
clockwise	 adj. 顺时针方向的
lobby	 n. 门廊， 门厅； 休息厅
acknowledge	 vt. 承认；致谢， 报偿
pulse	 n. 脉搏， 脉冲；意向， 动向； 情绪
overthrow	 vt. 推翻， 颠覆 n. 推翻， 颠覆
heroine	 n. 女英雄；女主角
inland	 adv. 在国内； 在内地， 在内陆 adj. 国内的； 内地的， 内陆的
worthwhile	 adj. 值得的 A
mould	 n. 模子， 铸型 vt. 浇铸， 造型； 塑造， 形成
stumble	 vi. 跌， 绊；结结巴巴地说话 n. 跌， 绊
cunning	 adj. 狡猾的， 狡诈的；精巧的， 巧妙的 n. 狡猾， 狡诈
stool	 n. 凳子
specialty	 n. 特产； 特色菜；专业； 专长
elbow	 v. 用肘挤 n. 肘； 弯头 A
stoop	 vi. 弯腰， 俯身 n. 弯腰， 曲背 A
vary	 vi. 改变， 变化
coherent	 adj. 黏着的， 黏附的；条理清楚的， 连贯的
upper	 adj. 较高的； 上面的；较高的； 上层的
county	 n. 郡， 县
intercourse	 n. 交际， 往来 A
dwelling	 n. 住宅， 寓所
infrared	 adj. 红外线的 n. 红外线
episode	 n. 片断； 一集
behalf	 n. 利益
ponder	 v. 思索， 考虑， 沉思
objective	 adj. 客观的， 真实的 n. 目标， 目的
injure	 vt. 损害， 损伤， 伤害 A
guild	 n. 协会， 行会
exert	 vt. 尽； 施加<
scandal	 n. 丑闻；恶意诽谤； 流言蜚语；反感， 愤慨
composite	 adj. 合成的， 复合的 n. 混合物， 合成物
hinder	 vt. 阻止， 妨碍
horrible	 adj. 令人恐怖的， 可怕的；极讨厌的， 使人不愉快的
freelance	 adj. 自由职业的
strengthen	 v. 加强， 巩固
scent	 n. 气味； 香味；香水
injury	 n. 损伤， 损害， 毁坏
exhibit	 vt. 展出， 陈列
mushroom	 n. 蘑菇
alcohol	 n. 酒精， 乙醇
deny	 vt. 否认， 否定；拒绝 <
trench	 n. 沟， 沟渠
miserable	 adj. 痛苦的； 悲惨的
subtract	 vt. 减
hurricane	 n. 飓风
hike	 vi. 徒步旅行 n. 徒步旅行；增加， 上升 vt. 提高
glory	 n. 光荣， 荣誉； 荣耀的事
zigzag	 adj. 之字形的 v. 成之字形， 曲折盘旋 A n. 之字形
secondary	 adj. 次要的， 二级的；中级的； 第二的 A
badge	 n. 徽章
mission	 n. 使命， 任务；使团， 代表团
smuggle	 vt. 走私； 偷运
sue	 v. 控告， 对…提出诉讼， 起诉
access	 n. 接近， 进入； 接近的方法 A；入口； 通道
primitive	 adj. 原始的， 远古的， 早期的 <；粗糙的； 简单的
advisable	 adj. 可取的； 明智的
dormitory	 n. 宿舍
cooperate	 vi. 合作， 协作， 相配合
overcome	 vt. 战胜， 克服
sum	 v. 合计， 总计 n. 总数， 和；金额；算术题
recite	 v. 背诵； 朗诵
current	 adj. 当前的， 现在的 <；通用的， 流行的 n. 电流； 水流； 气流；潮流， 趋势
audit	 vt. 审计， 核对；旁听
copper	 n. 铜 <；铜币， 铜制器
civilian	 adj. 平民的； 民用的 < n. 平民
audio	 adj. 听觉的； 声音的
offensive	 adj. 冒犯的， 攻击的； 讨厌的 < n. 攻势， 进攻
texture	 n. 质地， 纹理， 结构
slipper	 n. 便鞋， 拖鞋
launch	 vt. 发射；使下水， 发动； 开展 n. 发射； 下水；新产品的投产或投放
amid	 prep. 在…中间， 被…围绕
beloved	 adj. 受爱戴的， 敬爱的 n. 爱人， 所爱的人
confirm	 vt. 证实； 确认 <；批准； 确认； 巩固， 加强
bud	 vi. 发芽， 萌芽 n. 芽， 花苞
cloak	 n. 外套， 斗篷 vt. 掩盖， 蒙蔽
gallon	 n. 加仑
bug	 n. 臭虫 A；小毛病 A；窃听器 vt. 在…装窃听器
cricket	 n. 板球；蟋蟀
gallop	 vi. 奔驰， 飞跑 n. 奔驰， 飞跑
appoint	 vt. 任命， 委任；约定， 指定
vast	 adj. 巨大的； 辽阔的； 大量的；巨额的
intervene	 vi. 插手， 干预， 调停；插入， 介入
ignite	 v. 点火， 引燃
symbol	 n. 符号；标志， 象征
declare	 v. 宣布， 宣称；断言；公布， 发表， 披露
revelation	 n. 揭示， 透露， 显示； 被揭示的真相； 新发现
available	 adj. 可用的， 可得到的；可以见到的， 随时可来的
advocate	 n. 提倡者， 鼓吹者， 支持者 vt. 提倡， 鼓吹
confine	 vt. 限制， 局限于；管制， 禁闭
quest	 vi. 搜寻， 探求 n. 搜寻， 探求
frequency	 n. 频率； 【物】周率
horizontal	 adj. 地平线的；水平的
luggage	 n. 行李
drawback	 n. 欠缺， 缺点
missile	 n. 导弹， 发射物
dynamic	 adj. 动力的， 电动的；有生气的
sector	 n. 部分； 部门；防御地段， 防区；扇形
passion	 n. 热情， 激情； 酷爱；激怒， 大怒
generate	 vt. 产生， 发生
extreme	 adj. 末端的， 尽头的；极度的， 极端的 n. 极端， 极度
tuck	 vt. 卷起； 塞进
coordinate	 adj. 同等的； 并列的 A；坐标的 n. 坐标
athlete	 n. 运动员
astronomy	 n. 天文学
tube	 n. 管， 软管；电子管， 显像管； 电视；地铁
naval	 adj. 海军的， 军舰的
dismay	 n. 惊恐， 惊愕；失望， 绝望 vt. 使惊恐， 使惊愕；失望， 绝望
expend	 vt. 消费， 花费
hint	 v. 暗示， 示意 n. 暗示， 提示； 线索
demonstrate	 vt. 论证， 证实；展示， 说明 <
kid	 v. 戏弄， 取笑 n. 小孩， 儿童
throne	 n. 王位， 君权
monument	 n. 纪念碑， 纪念馆
inventory	 n. 详细目录；存货清单， 物品清单， 库存物品
vivid	 adj. 鲜艳的；生动的， 栩栩如生的
kin	 n. 家属； 亲戚； 血缘关系 A；家族
flush	 v. 冲洗； 使流 <；脸红 adj. 齐平的， 同高的 n. 脸红 A <
manoeuvre	 v. 演习；谨慎地运用技巧移动， 运动；熟练而巧妙地引导某人
kit	 v. 装备 A n. 成套工具； 配套元件
virtue	 n. 美德， 德行；优点， 长处 A <
turnover	 n. 翻倒， 翻转；人员调整；周转；成交量， 营业额
mortal	 adj. 致命的；终有一死的 A；你死我活的， 不共戴天的 n. 凡人
gradual	 adj. 逐渐的， 逐步的
brutal	 adj. 残忍的；严峻的， 严酷的
preclude	 vt. 妨碍， 阻止
corrupt	 adj. 腐败的， 贪污的 vt. 使腐败， 使败坏 <
transmit	 vt. 传播， 发射；传递； 传导
commemorate	 vt. 纪念， 庆祝
consumption	 n. 消费， 消耗 <
technology	 n. 工艺， 技术
voltage	 n. 电压
vaccine	 n. 疫苗
drought	 n. 旱灾， 干旱 A
periodical	 adj. 周期的， 定期的 n. 期刊， 杂志
leaflet	 n. 小叶， 嫩叶；传单， 活页
punctual	 adj. 严守时刻的， 准时的， 正点的
advertise	 v. 做广告
compromise	 vi. 妥协， 折衷 < n. 妥协， 折衷
shampoo	 n. 洗发膏， 香波；洗发， 洗头 vt. 洗发， 洗头
sack	 n. 袋， 包， 麻袋 vt. 解雇
comparative	 adj. 比较的， 相当的 <
fringe	 n. 须边， 边缘 vt. 成为…的边缘
react	 vi. 作出反应， 回应 <；反对， 起反作用
feedback	 n. 反馈
justify	 vt. 证明…是正当的， 认为有理
highjack	 vt. 劫持
roar	 vi. 吼叫， 怒号 A；轰鸣； 咆哮
timber	 n. 木材， 木料；树林
simulate	 vt. 模仿， 模拟；假装， 冒充
inclusive	 adj. 包括的， 包含的；范围广的
spectacle	 n. 景象； 奇观
efficiency	 n. 效率， 功效
ethnic	 adj. 种族的， 民族的
overhead	 adv. 在头顶上， 在空中 adj. 在头顶上的； 架空的 A
comprehension	 n. 理解， 领悟
intact	 adj. 完整无缺的， 未经触动的， 未受损伤的
following	 adj. 接着的， 下列的
juvenile	 adj. 青少年的， 少年特有的； 幼稚的 n. 未成年人， 少年
sympathetic	 adj. 同情的；共鸣的 <
freight	 n. 货物， 客货； 运费 <
botany	 n. 植物学
range	 n. 范围； 距离； 领域 <；排列； 连续；脉 vt. 排列成行
sportsman	 n. 运动员
derive	 vi. 起源 vt. 取得； 导出， 引申
overseas	 adv. 在海外 adj. 外国的， 海外的 <
overhear	 vt. 偶然听到， 从旁听到
impress	 vt. 印， 盖印；留下印象， 引人注目 < n. 印记
leak	 v. 漏；泄漏 n. 漏洞， 漏隙；泄漏， 漏出
flaw	 n. 裂缝；缺陷
feature	 v. 以…为特点 n. 特征， 特色；特写
lean	 vi. 倾斜； 屈身；倚， 靠； 依赖 adj. 瘦的， 无脂肪的
assert	 vt. 断言， 宣称 <
climax	 n. 顶点； 高潮
recall	 vt. 回忆， 回想 <；撤销， 收回
flap	 v. 拍打， 拍动 n. 垂下物； 帽檐； 袋盖；慌乱， 紧张
leap	 vi. 跳， 跳跃 < n. 跳跃， 飞跃
objection	 n. 反对， 异议
dispute	 vi. 争论， 争执 n. 争论， 辩论
blouse	 n. 女衬衫
observation	 n. 观察； 观测； 监视；观察资料或报告； 言论
tremble	 vi. 发抖， 颤抖；摇动， 晃动
inhabitant	 n. 居民， 住户
fraction	 n. 碎片； 小部分， 一点儿；分数
token	 adj. 象征性的 n. 表示， 象征； 标志， 记号；礼券， 代金券；信物； 纪念品；筹码
filter	 vi. 滤过， 渗透 n. 滤器； 滤纸； 滤嘴
spaceship	 n. 宇宙飞船
cease	 n. /
emotion	 n. 情绪； 情感
assess	 vt. 估价， 评价
robe	 n. 长袍， 上衣
prescription	 n. 药方， 处方
spectator	 n. 观众； 旁观者
behaviour	 n. 行为， 举止；特性； 运转情况 A
scarce	 adj. 缺乏的， 不足的；稀少的， 罕见的
queue	 vi. 排队 n. 行列， 长队
argument	 n. 争论， 辩论；论据， 论点
utter	 adj. 彻底的， 完全的 vt. 说， 发出
adequate	 adj. 足够的， 充分的； 恰当的
hopeful	 adj. 有希望的， 给以人希望的；抱有希望的； 充满希望的
sausage	 n. 香肠， 腊肠
tremendous	 adj. 巨大的， 极大的
escalate	 v. 逐步增长或发展， 更紧张；逐步上升， 逐步加强， 扩大
condense	 v. 压缩， 凝结；精简， 压缩
divert	 vt. 使转向， 使改道；转移， 转移…的注意力 <；使娱乐， 使消遣
hygiene	 n. 卫生
justice	 n. 正义； 公平；审判， 司法， 法律制裁
conspicuous	 adj. 显眼的； 明显的
tag	 n. 标签， 货签 vt. 贴标签于
verse	 n. 韵文， 诗；诗节， 诗句
furious	 adj. 狂怒的； 狂暴的， 猛烈的
obesity	 n. 肥大， 肥胖
tan	 vi. 晒黑 adj. 棕褐色的 n. 黝黑
tar	 n. 柏油， 焦油
individual	 adj. 个人的； 单独的； 独特的 < n. 个人， 个体
briefcase	 n. 公文包， 公事包
snowstorm	 n. 暴风雪 A
tax	 n. 税；负担 vt. 对…征税；使负重担； 使受压力
constrain	 vt. 束缚， 限制；强迫， 强制
excitement	 n. 刺激； 激动， 兴奋
blueprint	 n. 蓝图； 方案
interim	 adj. 暂时的， 临时的 n. 间歇； 过渡期间
testimony	 n. 证据； 证词；表明， 说明
enforce	 vt. 实施， 执行 <；强制 <
glitter	 vi. 闪耀 n. 光辉， 灿烂
departure	 n. 离开， 起程
fragile	 adj. 易碎的， 易损的；脆弱的， 易受伤害的
reflexion	 n. 映像， 倒影；反省， 沉思
cab	 n. 出租汽车； 轻便马车；司机室， 驾驶室 A
sociology	 n. 社会学
gigantic	 adj. 巨大的， 庞大的
flee	 vi. 逃走； 逃避；消失
distinct	 adj. 清楚的， 明显的；截然不同的
geology	 n. 地质
hedge	 n. 篱笆， 树篱； 障碍物 vt. 保护…以免； 预防
weep	 v. 哭泣； 流泪 n. 悲叹， 哀悼， 为…伤心
tune	 v. 调音； 调频；调整； 调节 n. 调子， 曲调
hoist	 vt. 举起， 升起， 吊起
aware	 adj. 知道的， 意识到的
numerical	 adj. 数字的， 用数字表示的
drama	 n. 戏剧； 剧本；戏剧性事件或场面
award	 n. 奖 vt. 授予， 奖给
eligible	 adj. 有条件被选中的， 有资格当选的； 合格的
