access	v. 获取 n. 接近，入口
modest	 adj. 谦虚的； 适中的； 羞怯的
cast	 vt. 投，扔，抛；浇铸 n. 演员表， 全体演员； 石膏绷带； 铸型， 铸件； 投， 抛
anxious	 adj. 忧虑的， 令人焦急的； 渴望的
hatred	 n. 憎恶， 憎恨， 仇恨
crush	 vt. 压碎， 碾碎； 摧毁， 压垮
largely	 adv. 大部分， 大量地
slice	 n. 薄片，切片；部分 vt. 切， 削
frost	 v. 结霜 n. 冰冻，严寒；霜
electron	 n. 电子
incline	 v. 倾斜； 弯； 倾向于 n. 斜坡
truly	 adv. 真正地； 忠实地
cash	 n. 现金，现款 vt. 把…兑现
counsel	 n. 律师，法律顾问；忠告，劝告 vt. 劝告， 提议
item	 n. 条， 条款， 一条
gene	 n. 基因
liver	 n. 肝
suicide	 n&v. 自杀
violet	 adj. 紫色的 n. 紫罗兰
hollow	 adj. 空的， 空洞的； 沉闷的； 虚伪的
trunk	 n. 树干； 大衣箱， 皮箱； 汽车后备箱； 象鼻
saving	 n. 节省， 节约； 储蓄金， 存款
rely	 vi. 依靠， 依赖； 信赖， 指望
hospitalize	 vt. 就医
slide	 v. 滑；悄悄地移动 n. 滑动； 滑道， 滑面； 幻灯片
utilize	 vt. 利用
sticky	 adj. 黏性的， 胶黏的； 湿热的
prevail	 vi. 流行， 盛行
waist	 n. 腰， 腰部
excessive	 adj. 过多的， 极度的
flesh	 n. 肉， 肌肉， 肉体
jungle	 n. 丛林， 密林， 莽丛； 乱七八糟的一堆
portion	 n. 一部分，一份 vt. 分配， 把…分给
settle	 v. 安排， 安放； 调停； 支付， 核算； 安家； 飞落， 停留； 安定
pattern	 n. 型，式样，模型 vt. 仿制， 使照…样子
harsh	 adj. 严厉的； 粗糙的
connexion	 n. connection的英式拼法
vehicle	 n. 车辆， 机动车； 传播媒介， 工具， 手段
scrape	 v. 刮，擦 n. 刮， 擦； 刮擦声
hardship	 n. 艰难， 困苦
confuse	 vt. 使困惑， 把…弄糊涂； 混淆， 把…混同； 混乱， 搞乱
cushion	 n. 垫子， 坐垫， 靠垫
scold	 v. 责骂， 训斥
glorious	 adj. 光荣的； 壮丽的； 令人愉快的
civilize	 vt. 使文明， 使开化， 教育
physician	 n. 内科医生
architecture	 n. 建筑学； 建筑式样， 建筑风格
stress	 n. 压力；强调；重要性；应力；重音 vt. 强调， 着重； 重读
grip	 v. 握紧，抓牢；吸引住 n. 紧握
explore	 vt. 探险， 探索； 仔细查阅， 探究
display	 vt. 陈列， 展览， 显示
electricity	 n. 电
climate	 n. 气候； 风土， 地带； 风气， 气氛
conductor	 n. 售票员， 列车长； 指挥； 导体
bore	 vt. 使厌烦；钻，挖 n. 令人讨厌的人
crust	 n. 面包皮， 硬外皮； 外壳， 地壳
disorder	 n. 混乱， 杂乱， 骚乱
criticize	 vt. 批评； 评论； 非难
organization	 n. 组织， 团体， 机构
rage	 vi. 狂吹； 汹涌； 激烈进行； 发怒， 发火 n. 狂怒，盛怒；风靡一时的事物，时尚
width	 n. 宽阔， 广阔； 宽度
dairy	 adj. 乳制品的 n. 牛奶场；乳制品
board	 vi. 搭伙； 膳宿 n. 板，牌子；木板，纸板；委员会，董事会；伙食 vt. 上
economic	 adj. 经济的，经济学的 n. 经济学； 经济状况
stuff	 n. 材料，东西 vt. 装， 填， 塞； 让…吃饱
arrest	 vt. 逮捕，拘留；停止，阻止；吸引 n. 逮捕， 拘留， 扣留
widow	 n. 寡妇
distinction	 n. 差别， 不同， 区分
mature	 adj. 成熟的；成年人的；深思熟虑的；到期的，应支付的 vt. 使成熟
navy	 n. 海军
fee	 n. 费； 酬金， 赏金
section	 n. 部分， 章节； 部门， 科； 截面， 剖面
influence	 n. 影响，作用；影响力，势力；产生影响力的人 vt. 影响
whip	 vt. 鞭笞；猛地移动；搅打成糊状 n. 鞭子
protocol	 n. 礼仪， 礼节； 草案， 议定书
whale	 n. 鲸
provoke	 vt. 对…挑衅， 激怒； 激起， 引起
threaten	 v. 威胁， 恐吓； 预示快要来临， 是…的征兆； 构成威胁； 可能发生
talent	 n. 天才， 才能； 人才
percentage	 n. 百分比， 百分率
negotiate	 v. 洽谈， 协商； 顺利通过， 成功越过； 协商， 谈判
strain	 v. 扭伤， 拉伤； 尽力； 拉紧 n. 拉紧；过劳；极度紧张；张力；扭伤，拉伤；旋律；品种，家系；气质，个性特点
hunt	 v. 打猎； 搜寻； 驱逐
violin	 n. 小提琴
remonstrate	 v. 抗议
package	 n. 包裹，包装；一揽子交易 vt. 把…打包； 包装
visible	 adj. 可见的， 看得见的， 有形的
crisis	 n. 危机， 存亡之际； 关键阶段
rail	 vi. 责骂， 抱怨 n. 栏杆，横杆；铁轨，轨道；铁路
survival	 n. 幸存； 幸存者， 残存物
germ	 n. 微生物， 细菌； 幼芽
inner	 adj. 内部的； 内心的
market	 n. 市场； 股市； 行情， 销路
keen	 adj. 热心的； 激烈的； 敏锐的， 敏捷的
glimpse	 vi. 看一眼，一瞥 vt. 瞥见 n. 一瞥， 一看
detective	 n. 侦探， 私人侦探
transfer	 v. 搬， 转移； 调动， 转学； 转让， 过户； 乘车， 转乘
footstep	 n. 脚步， 脚步声， 足迹
veteran	 n. 老兵， 老手
indifferent	 adj. 冷漠的， 不积极的； 一般的， 平平的
outside	 adj. 外部的 prep. 在…的外面； 向…的外面； 除…以外 n. 外部，外表
nerve	 n. 神经； 勇敢， 胆量
affection	 n. 感情； 爱， 爱慕
eagle	 n. 鹰
cruise	 vi. 航游，巡航；缓慢巡行 n. 航游， 游弋
elementary	 adj. 基本的， 初级的
topic	 n. 题目， 论题， 话题
solemn	 adj. 庄严的， 隆重的； 严肃的
perceive	 vt. 感知， 感觉， 察觉； 认识到， 意识到； 理解
omit	 vt. 省略； 遗漏
embarrass	 vt. 使窘迫， 使为难
option	 n. 选择， 选择权， 选择自由； 选择的事物或人， 选课
erroneous	 adj. 错误的， 不正确的
raid	 n&vt. 袭击； 突入查抄， 突入搜捕； 劫掠
politics	 n. 政治， 政治学； 政纲， 政见
acute	 adj. 严重的； 急性的； 灵敏的， 敏锐的； 精明的
limitation	 n. 限制， 限度； 局限
sponsor	 n. 发起者 vt. 发起； 资助， 赞助； 支持
kindergarten	 n. 幼儿园
unexpected	 adj. 想不到的， 意外的
crucial	 adj. 至关重要的， 决定性的
contribute	 v. 捐献， 捐款； 投稿
faith	 n. 信任； 信心； 信仰， 信条； 忠诚
generator	 n. 发电机； 发生器
insert	 vt. 插入， 嵌入； 登载
remark	 vt. 说；评论说 n. 话语； 谈论， 评论
forbid	 vt. 禁止， 不许， 阻止
microscope	 n. 显微镜
necessarily	 adv. 必要地； 必然
highlight	 vt. 强调，突出，使显著 n. 最精彩的部分； 最重要的事件
candidate	 n. 候选人； 投考者， 申请求职者
billion	 num. 十亿
parallel	 adj. 平行的；类似的；并列的，并联的 n. 可相比拟的事物；相似处；平行线，平行面；纬线 vt. 与…平行； 与…相似， 与…相当， 比得上
reject	 vt. 拒绝； 拒纳， 退回 n. 次品
patient	 adj. 忍耐的，有耐心的 n. 病人
cashier	 n. 出纳
sheer	 adv. 垂直地，陡峭地 vi. 急转向， 偏离 adj. 完全的，十足的；陡峭的，垂直的；极薄的，透明的
miracle	 n. 奇迹， 令人惊奇的人
profit	 vi. 受益 n. 益处；利润，收益 vt. 有益于，有利于
original	 adj. 最初的；新颖的；原版的 n. 原件， 原作
wit	 n. 风趣； 妙语； 智力， 才智， 智能
handful	 n. 一把， 少数， 一小撮
assignment	 n. 任务， 指定的作业； 分配， 指派
nylon	 n. 尼龙
yawn	 vi. 打呵欠 n. 呵欠
electric	 adj. 电的， 电动的
terminal	 adj. 晚期的，不治的；末端的，终点的，极限的 n. 终点； 终端； 接线端
kingdom	 n. 王国； 领域； 界
differ	 vi. 不同， 相异； 发生分歧
various	 adj. 各种各样的， 不同的
latter	 adj. 后者的； 后一半的
depression	 n. 抑郁， 沮丧； 不景气， 萧条； 洼地， 凹陷
reduction	 n. 减少， 缩小； 下降， 降低
extent	 n. 广度； 范围； 程度
equivalent	 adj. 相等的，等量的 n. 相等物， 等价物
gaol	 vt. 监禁 n. 监狱
conversely	 adv. 相反
sauce	 n. 调味汁， 作料
ban	 vt. 取缔，查禁；禁止 n. 禁止， 禁令
fascinate	 vi. 有吸引力， 迷人 vt. 迷住，强烈吸引
suffer	 v. 遭受， 忍受， 容许； 受痛苦， 受损
diplomatic	 adj. 外交的， 从事外交的； 策略的， 有手腕的
bat	 n. 蝙蝠； 球棒， 球拍
neighbourhood	 n. 四邻； 附近； 接近
draft	 n. 草稿；汇票；征兵；通风 vt. 起草； 征募
complex	 adj. 由许多部分组成的， 复合的； 复杂的， 难懂的
rank	 v. 给…评定等级； 列入， 占特定等级 n. 军衔，职衔；地位，社会阶层；排，行列
assumption	 n. 假定， 臆断； 担任， 承担
pension	 n. 养老金，抚恤金 vt. 发给…养老金
giant	 adj. 巨大的 n. 巨人，巨物；才智超群的人
fluid	 adj. 流动的 n. 流体，液体
bay	 n. 湾； 分隔间
outlet	 n. 出口， 出路； 发泄途径
neglect	 v. 疏于照料；疏忽 n. 疏忽
addition	 n. 加， 加法； 附加物
gang	 vi. 聚集， 结成一伙 n. 一帮，一伙
shrink	 v. 起皱； 收缩； 退缩， 畏缩
ancestor	 n. 祖宗， 祖先； 原型； 先驱
textile	 adj. 纺织的 n. 纺织品；纺织业
former	 adj. 在前的 n. 前者
panic	 v. 恐慌， 惊慌失措 n. 恐慌，惊慌，慌乱
extend	 v. 延长， 扩大； 提供， 给予； 伸展， 达到
fold	 v. 折叠，合拢 n. 褶， 折叠的部分
plastic	 adj. 塑料的；可塑的 n. 塑料， 塑料制品； 信用卡
globe	 n. 地球， 世界； 地球仪； 球体
chemical	 adj. 化学的 n. 化学制品
interpretation	 n. 解释； 口译； 艺术处理
ax	 n. 斧子
intermediate	 adj. 中间的； 中级的
folk	 n. 人们； 家属， 亲属； 大伙儿， 各位
consideration	 n. 考虑， 思考， 要考虑的事； 体贴， 关心
competitive	 adj. 竞争的， 比赛的； 好竞争的， 求胜心切的； 有竞争力的
enquiry	 n. 询问
applause	 n. 鼓掌， 掌声
frank	 adj. 坦白的， 直率的
abuse	 vt. 滥用； 虐待， 伤害； 辱骂， 毁谤 n. 滥用； 虐待， 伤害； 辱骂， 毁谤
prove	 v. 证实， 证明； 结果是
scheme	 v. 密谋， 策划 n. 计划，方案；阴谋
affect	 vt. 影响； 感动
deaf	 adj. 聋的； 不愿听的
admire	 vt. 钦佩， 羡慕； 赞赏， 称赞， 夸奖
consequently	 adv. 因此， 因而， 所以
virus	 n. 病毒； 病毒性疾病， 病毒病
drain	 v. 排去，放水 n. 耗竭； 排水沟， 排水管
isolate	 vt. 使隔离， 使孤立
sailor	 n. 水手， 海员
amuse	 vt. 逗…乐， 给…娱乐
inward	 adv. 向内 adj. 里面的；内心的
responsibility	 n. 责任， 责任心； 职责， 义务
enquire	 v. 询问
civil	 adj. 公民的； 文职的； 民用的； 民事的， 民法的； 文明的
popularity	 n. 普及， 流行； 声望
subsequent	 adj. 随后的， 后来的
indicate	 vt. 标示， 表示， 表明
scarcely	 adv. 几乎不， 简直不； 决不； 刚刚， 才
panel	 n. 专门小组； 面， 板； 控制板， 仪表盘
outstanding	 adj. 突出的， 杰出的； 未解决的； 未偿付的
charge	 v. 索价；控告；充电，充满；向前冲 n. 费用； 管理； 控告， 指责； 电荷， 充电
sew	 v. 缝制， 缝纫
oval	 adj. 椭圆形的 n. 椭圆形
column	 n. 柱， 支柱， 圆柱； 纵队； 栏， 专栏
procedure	 n. 程序， 手续， 步骤
sample	 n. 样品，试样，样本 vt. 从…抽样； 品尝， 体验
integrate	 v. 成为一体， 合并
survivor	 n. 生还者； 残存物
applicant	 n. 申请人
tropical	 adj. 热带的； 炎热的
partner	 vi. 做…的搭档 n. 伙伴，合伙人，搭档，配偶
plunge	 n&v. 纵身投入， 猛冲； 猛跌
diagnose	 vt. 诊断
somewhat	 adv. 有点儿 pron. 一点儿
earnest	 adj. 认真的， 诚恳的
spider	 n. 蜘蛛
interview	 n&vt. 接见， 会见； 面谈， 面试； 采访
essential	 adj. 必要的；本质的 n. 要素； 必需品
clarify	 vt. 澄清， 阐明
furnace	 n. 炉子， 熔炉， 鼓风炉
ditch	 n. 沟， 沟渠， 渠道
deck	 n. 甲板， 舱面； 层面
scare	 v. 吓， 使害怕； 受惊吓， 感到害怕 n. 惊恐，恐慌
thunder	 vi. 打雷， 轰隆响； 大声喊， 吼 n. 雷，雷声；擂鼓般的响声，轰隆声
observe	 vt. 注意到， 观察； 评说； 遵守
humorous	 adj. 幽默的， 诙谐的
furnish	 vt. 供应， 提供； 装备
bet	 vt. 打赌；敢说，确信 n. 打赌； 赌金， 赌注
contact	 n. 接触；联系，交往 vt. 与…接触， 与…取得联系
rare	 adj. 稀有的， 冷僻的； 珍奇的； 出类拔萃的； 稀薄的； 煎得嫩的
discharge	 v. 释放， 排出； 卸货 n. 释放， 放电
exclude	 vt. 把…排除在外
scary	 adj. 引起惊慌的
criticism	 n. 批评， 批判； 评论， 评论文章
utmost	 adj. 最远的 n. 极限
image	 n. 像； 形象； 映像； 形象的描述
consultancy	 n. 咨询公司
ribbon	 n. 缎带， 丝带； 色带
garbage	 n. 垃圾， 废物； 废话； 无用的资料
complain	 vi. 抱怨， 诉苦； 控告， 投诉
mainland	 n. 大陆
homogeneous	 adj. 同种类的， 同性质的， 有相同特征的
anxiety	 n. 焦虑， 忧虑； 渴望， 热望
temptation	 n. 诱惑， 引诱
adjust	 vt. 调整， 调节， 校正
popularize	 vt. 普及
burst	 vi. 爆裂，爆炸；挤满；突然打开；突然发作 vt. 使爆炸；突然打开 n. 爆炸
vigorous	 adj. 朝气蓬勃的； 有力的， 用力的
debt	 n. 债， 债务， 欠债
refrigerator	 n. 冰箱， 冷藏库
necessity	 n. 必需品； 必要性， 需要
fog	 n. 雾， 烟雾， 尘雾
frame	 n. 框架，框子，构架 vt. 给…镶框； 陷害， 诬告； 制定； 表达
lucky	 adj. 幸运的， 侥幸的； 吉利的
origin	 n. 起源， 起因； 出身， 血统
industrialize	 v. 工业化
clash	 vi. 发生冲突；不协调；砰地相撞，发出刺耳的撞击声 n. 冲突； 不协调； 刺耳的撞击声
compel	 vt. 强迫， 迫使屈服
capable	 adj. 有能力的， 有才能的
depress	 vt. 使沮丧； 使不景气； 削弱， 抑制
parade	 v. 游行， 列队前进； 招摇而行 n. 游行；检阅
burden	 n. 重担，精神负担 vt. 加重压于， 烦扰； 负担， 装载
precaution	 n. 预防； 防备， 警惕
lemon	 n. 柠檬； 柠檬树； 柠檬黄， 淡黄色
personality	 n. 人格， 个性； 人物， 名人
plot	 v. 密谋， 计划； 绘制…的平面图， 在图上标绘…的位置 n. 故事情节；计划，密谋；小块土地
sanction	 vt. 批准，认可 n. 批准， 认可； 约束因素， 约束力； 国际制裁
rate	 vi. 被评价； 被列入特定级别 n. 速度，速率；比率；价格，费用；等级 vt. 评估；给…定级，把…列为；值得，应得
alert	 adj. 警觉的，留神的，注意的 vt. 使认识到，使意识到 n. 警戒， 戒备； 警报
await	 vt. 等候； 期待； 将降临到…身上
sin	 vi. 犯戒律， 犯过失 n. 罪，罪孽
client	 n. 委托人， 当事人， 顾客
prosperity	 n. 繁荣， 兴旺
divide	 v. 分，分开；分配，分享；除；产生分歧 n. 分歧； 分界线， 分水岭
contrary	 adj. 相反的 n. 相反
lump	 v. 结块； 将…归并在一起 n. 块，肿块
digital	 adj. 数字的， 数位的
brilliant	 adj. 光辉的； 卓越的
historic	 adj. 历史上著名的， 具有重大历史意义的
oven	 n. 炉， 烤箱
bound	 vi. 跳跃；弹回，反跃 adj. 一定的；有义务的 vt. 跳跃；弹回，反跃；成为…的界限，给…划界 n. 跳跃； 界限， 限制
counter	 n. 柜台； 计数器； 筹码
rhythm	 n. 韵律， 节奏
stroke	 n. 中风；一举，一次努力；划桨，划水；击，敲；报时的钟声；笔画，一笔；抚摸 vt. 抚摸
breed	 v. 繁殖； 养育， 培育； 酿成， 产生 n. 品种
management	 n. 管理； 处理； 管理部门； 管理人员
publish	 vt. 公布， 发表； 出版， 刊印
realm	 n. 界， 领域， 范围； 王国， 国度
correspondent	 n. 通讯员， 记者
avoid	 vt. 避免， 躲开； 撤销
renew	 v. 重新开始， 继续； 更新； 恢复； 延长有效期
bid	 n. 企图，努力；喊价，出价，投标 vt. 喊价， 投标， 出； 祝， 表示； 命令
prompt	 adj. 敏捷的，及时的 vt. 促使，推动；提示 n. 提示台词， 提示
astonish	 vt. 使惊讶， 使吃惊
comprehensive	 adj. 广泛的， 综合的； 理解的
tunnel	 v. 挖， 开 n. 隧道，坑道，地道
withdraw	 v. 收回， 撤回； 撤退
assign	 vt. 指派， 分配， 布置； 指定
elaborate	 adj. 复杂的； 精心制作的 v. 详述， 详细制订
feather	 n. 羽毛， 翎毛
corridor	 n. 走廊， 回廊， 通路
decade	 n. 十年， 十年期
expert	 adj. 熟练的 n. 专家
select	 adj. 精选的， 挑选出来的； 优等的， 第一流的 vt. 选择，挑选
