internship	'ɪntɝnʃɪp	ˈɪntɜ:nʃɪp	n::<美>实习医师::a job that lasts for a short time, that someone, especially a student, does in order to gain experience	internship programs::实习计划；实习课程	...an internship in surgery in New York.::…一个在纽约做外科实习的职位。	n::实习生；（美）实习期；实习医师职位::trainee, probationer	n::intern:: 实习生，实习医师¦n::interne:: 实习医师¦vi::intern:: 作实习医师¦vt::intern:: 拘留，软禁					
popular	'pɑpjəlɚ	'pɒpjʊlə	adj::流行的，通俗的；受欢迎的；大众的；普及的::liked by a lot of people	most popular::最受欢迎；最流行¦popular with::受…欢迎；有好评¦popular among::受…欢迎¦popular culture::大众文化，通俗文化；流行文化¦popular science::大众科学，通俗科学¦popular music::n. 流行音乐；通俗音乐¦popular song::n. 流行歌曲¦popular literature::n. 大众文学，通俗文学¦popular education::大众教育，国民教育¦popular type::通用型；普通型¦be very popular::非常受欢迎¦popular vote::n. 普选；直接投票¦popular goods::快销货¦popular front::人民阵线（尤指1936至1939年的法国人民阵线）¦popular sovereignty::人民主权论	Hilary was popular at school.::希拉里在学校里很受欢迎。¦a popular holiday resort::人们喜欢的度假胜地¦Coffee is probably the most popular drink in the world.::咖啡很可能是世界上最受欢迎的饮料。	adj::流行的，通俗的；受欢迎的；大众的；普及的::democratic, fashionable, going, welcome, pop	abbr::pop:: 邮局协议（post office protocol）¦adj::pop:: 流行的；通俗的；热门的¦adv::pop:: 突然；砰地¦adv::popularly:: 流行地；通俗地；普及地；大众地¦n::pop:: 流行音乐；汽水；砰然声；枪击¦n::popularity:: 普及，流行；名气；受大众欢迎¦n::popularization:: 通俗化，大众化；普及¦n::popularisation:: 普及，普通化（等于popularization）¦n::popularizer:: 大众化的人；普及读物；普及者；使普及的人¦vi::pop:: 突然出现；爆开；射击；瞪大；发出爆裂声¦vi::popularize:: 通俗化¦vi::popularise:: 推广，普及；使…通俗化（等于popularize）；使…受欢迎¦vt::pop:: 取出；开枪打；抛出；突然伸出；突然行动¦vt::popularize:: 普及；使通俗化					
popularise	'pɔpjuləraiz	'pɒpjʊləraɪz	v::推广，普及；使…通俗化（等于popularize）；使…受欢迎::			vi::推广，普及；使…通俗化（等于popularize）；使…受欢迎::gain ground	abbr::pop:: 邮局协议（post office protocol）¦adj::pop:: 流行的；通俗的；热门的¦adj::popular:: 流行的，通俗的；受欢迎的；大众的；普及的¦adv::pop:: 突然；砰地¦adv::popularly:: 流行地；通俗地；普及地；大众地¦n::pop:: 流行音乐；汽水；砰然声；枪击¦n::popularity:: 普及，流行；名气；受大众欢迎¦n::popularization:: 通俗化，大众化；普及¦n::popularisation:: 普及，普通化（等于popularization）¦n::popularizer:: 大众化的人；普及读物；普及者；使普及的人¦vi::pop:: 突然出现；爆开；射击；瞪大；发出爆裂声¦vi::popularize:: 通俗化¦vt::pop:: 取出；开枪打；抛出；突然伸出；突然行动¦vt::popularize:: 普及；使通俗化					
popularity	,pɑpju'lærəti	pɒpjʊ'lærətɪ	n::普及，流行；名气；受大众欢迎::when something or someone is liked or supported by a lot of people	enjoy great popularity::享有盛誉¦link popularity::链接广泛度	The president’s popularity has declined considerably.::总统的支持率大大下降了。	n::普及，流行；名气；受大众欢迎::prevalence, diffusedness	abbr::pop:: 邮局协议（post office protocol）¦adj::pop:: 流行的；通俗的；热门的¦adj::popular:: 流行的，通俗的；受欢迎的；大众的；普及的¦adv::pop:: 突然；砰地¦adv::popularly:: 流行地；通俗地；普及地；大众地¦n::pop:: 流行音乐；汽水；砰然声；枪击¦n::populace:: 大众；平民；人口¦n::popularization:: 通俗化，大众化；普及¦n::popularisation:: 普及，普通化（等于popularization）¦n::popularizer:: 大众化的人；普及读物；普及者；使普及的人¦vi::pop:: 突然出现；爆开；射击；瞪大；发出爆裂声¦vi::popularize:: 通俗化¦vi::popularise:: 推广，普及；使…通俗化（等于popularize）；使…受欢迎¦vt::pop:: 取出；开枪打；抛出；突然伸出；突然行动¦vt::popularize:: 普及；使通俗化					
population	,pɑpju'leʃən	pɒpjʊ'leɪʃ(ə)n	n::人口；[生物] 种群，[生物] 群体；全体居民::the number of people living in a particular area, country etc	population growth::人口的增长¦rural population::农村人口¦population density::人口密度；种群密度¦floating population::流动人口¦large population::庞大的人口¦urban population::城市人口¦general population::母体¦population quality::人口素质；人口质量¦aging population::老年人口；老化人口¦population structure::人口结构；种群结构；总体结构¦population increase::人口增长¦population size::人口规模；人口数量；群体大小¦population dynamics::种群动态；人口动态¦population distribution::人口分布；总体分布；粒子数分布¦population explosion::人口爆炸；人口激增¦population control::人口控制；种群控制¦initial population::起始粒子数反转；原始群体¦population genetics::群体遗传学；人口遗传学¦target population::人口指标，目标人群¦population census::人口普查	Nearly 70 percent of the population still live in the countryside.::人口中差不多有70%仍住在乡村。	n::人口；种群，[生物]群体；全体居民::syngen, species group	adj::populated:: 粒子数增加的¦adj::populous:: 人口稠密的；人口多的¦v::populated:: 居住于…中；构成…的人口（populate的过去分词）¦vt::populate:: 居住于；构成人口；移民于；殖民于					
populous	'pɑpjələs	'pɒpjʊləs	adj::人口稠密的；人口多的::a populous area has a large population in relation to its size		Hong Kong is one of the most populous areas in the world.::香港是世界上人口最稠密的地区之一。		adj::populated:: 粒子数增加的¦n::population:: 人口；[生物] 种群，[生物] 群体；全体居民¦v::populated:: 居住于…中；构成…的人口（populate的过去分词）¦vt::populate:: 居住于；构成人口；移民于；殖民于					
porcelain	ˈpɔrsələn	'pɔːs(ə)lɪn	n::瓷；瓷器::a hard shiny white substance that is used for making expensive plates, cups etc¦adj::瓷制的；精美的::	pottery and porcelain::陶瓷；陶瓷器¦blue and white porcelain::青花瓷；青花瓷器¦red porcelain::紫砂¦porcelain tile::瓷砖¦porcelain ware::瓷器¦porcelain clay::n. 瓷土¦porcelain enamel::搪瓷；瓷釉¦porcelain insulator::瓷绝缘体，瓷隔电子¦ancient porcelain::古瓷¦porcelain crucible::瓷坩埚¦glazed porcelain::玻璃瓷¦porcelain cup::瓷杯，瓷盆；瓷盘绝缘子¦porcelain dish::瓷皿，瓷蒸发皿¦household porcelain::日用瓷	a porcelain vase::瓷花瓶	n::[陶瓷]瓷；瓷器::china, stoneware¦adj::瓷制的；精美的::china, delicate, fine						
porch	pɔrtʃ	pɔːtʃ	n::门廊；走廊::an entrance covered by a roof outside the front door of a house or church		He was standing on the porch, waving as we drove away.::我们开车离开的时候，他站在走廊上向我们挥手。	n::门廊；走廊::passage, corridor						
pore	pɔr	pɔː	v::细想；凝视；熟读::¦n::气孔；小孔::one of the small holes in your skin that liquid, especially  sweat  , can pass through, or a similar hole in the surface of a plant	pore size::孔径；孔隙大小；气孔尺寸¦pore water::孔隙水（等于interstitial water）¦pore pressure::孔隙压力；中性压力¦pore water pressure::孔隙水压力¦pore volume::孔体积；孔隙容积¦pore diameter::孔径；孔隙直径¦pore fluid::孔隙（溶）液，孔隙流体；充液多孔体¦pore space::孔隙¦at every pore::全身¦excess pore pressure::超孔隙压力¦open pore::开气孔；连通孔隙¦sieve pore::筛孔¦pore over::集中精神地阅读；注视¦sweat pore::汗孔；汗腺孔¦fine pore::小孔隙¦nuclear pore::核膜孔；核孔¦inaccessible pore::不可进入的孔隙	The size of your pores is determined by the amount of oil they produce.::毛孔的大小取决于毛孔分泌油脂的多少。	vi::细想；凝视；熟读::consider, stare at¦n::[陶瓷]气孔；小孔::stomates, stigmata						
pork	pɔrk	pɔːk	n::猪肉::the meat from pigs¦vt::与女子性交::	pork chop::猪排¦roast pork::烤猪肉，叉烧¦pork and beans::猪肉豆¦pork liver::猪肝¦pork ribs::排骨；肋骨；猪肋排；叉烧排骨¦pork belly::五花肉¦ground pork::猪肉糜，绞肉¦braised pork::扣肉¦pork barrel::放猪肉的桶；（为讨好或报答支持者的）政治拨款¦pork sausage::猪肉香肠¦pork pie::n. 猪肉派，猪肉馅饼	pork chops::猪排	n::猪肉::pig, pigmeat	n::porker:: 肥小猪，食用猪					
pornography	pɔr'nɑɡrəfi	pɔː'nɒgrəfɪ	n::色情文学；色情描写::magazines, films etc that show sexual acts and images in a way that is intended to make people feel sexually excited	child pornography::儿童色情作品	The country's leading newspaper has called for a new campaign against child pornography.::该国最大的报纸已呼吁开展一场新运动反对儿童色情作品。	n::色情文学；色情描写::erotology, coprology	adj::pornographic:: 色情的；色情作品的；春宫画的¦adj::porno:: 色情的（等于pornographic）¦n::porn:: 色情描写，色情文学；黄色书刊，色情照片（等于pornography）¦n::porno:: 色情（书刊、电影等，等于pornography）¦n::pornographer:: 春画画家；色情文学作家					
porridge	'pɔrɪdʒ	'pɒrɪdʒ	n::粥，糊；麦片粥:: oats  that are cooked with milk or water and served hot for breakfast¦vt::服刑::	rice porridge::稀饭		n::粥，糊；麦片粥::parridge, conjee						
port	pɔrt	pɔːt	n::港口，口岸；（计算机的）端口；左舷；舱门::a place where ships can be loaded and unloaded¦v::转向左舷::to turn or be turned towards the port 	at the port::作持枪的姿势¦in port::在港内¦serial port::[计]串行端口；序列埠¦port city::n. 港口城市¦port area::码头区；港口区；喷口面积¦port of destination::目的港¦loading port::装货港口¦container port::n. 货柜港口¦port number::端口号；通道数¦free port::自由港；无税港口¦parallel port::[计]并行端口¦port of loading::装货港口¦port of shipment::装货港；出发港；起运港¦port authority::港务局¦fishing port::渔港¦usb port::通用串行总线接口；通用序列连接埠¦output port::输出端；出油口¦port of discharge::卸货港¦sea port::海港¦port office::港务局	Britain’s largest port::英国最大的港口城市	n::[水运]港口，口岸；（计算机的）[电子][计]端口；[航][船]左舷；舱门::haven, bunder	n::portal:: 大门，入口¦n::porter:: 门房；服务员；行李搬运工；守门人¦n::portage:: 搬运；运输¦vi::portage:: 转到陆上运输¦vt::portage:: 转到陆上运输；经陆上运输绕过					
portable	'pɔrtəbl	'pɔːtəb(ə)l	adj::手提的，便携式的；轻便的::able to be carried or moved easily¦n::手提式打字机::	portable computer::便携式计算机¦portable equipment::便携设备，手提设备；移动式设备¦portable type::便携式¦portable water::饮料水；便携式水¦portable system::可移植系统¦portable radio::便携式收音机；便携式无线电台¦portable machine::轻便机器¦portable electronics::便携式电子设备	a portable radio::便携式收音机	adj::手提的，便携式的；轻便的::luggable, hand-held	n::portability:: [计] 可移植性；轻便；可携带性					
porter	'pɔrtɚ	'pɔːtə	n::门房；服务员；行李搬运工；守门人::someone whose job is to carry people’s bags at railway stations, airports etc		Our taxi pulled up at Old Delhi station and a porter sprinted to the door.::我们的出租车停在老德里车站，一个搬运工疾步跑向车门。	n::门房；服务员；[交]行李搬运工；守门人::waiter, concierge	n::port:: 港口，口岸；（计算机的）端口；左舷；舱门¦n::portal:: 大门，入口¦n::portage:: 搬运；运输¦n::porterage:: 搬运；搬运业；搬运费¦vi::port:: 转向左舷¦vi::portage:: 转到陆上运输¦vt::port:: 持（枪）；左转舵¦vt::portage:: 转到陆上运输；经陆上运输绕过					
